Fips,Location,TimeFrame,Data Type,Data,MOE
5,Arkansas,2019,Dollars,48.23,
5,Arkansas,2020,Dollars,45.9,
5,Arkansas,2021,Dollars,42.94,
5,Arkansas,2022,Dollars,45.34,
5,Arkansas,2023,Dollars,44.89,
5,Arkansas,2024,Dollars,45.75729,
5,Arkansas,2025,Dollars,44.00554,
6,California,2005,Dollars,65,
6,California,2007,Dollars,78,
6,California,2008,Dollars,84,
6,California,2009,Dollars,71,
6,California,2010,Dollars,66,
6,California,2011,Dollars,64.85,
6,California,2012,Dollars,66.04,
6,California,2013,Dollars,63.76,
6,California,2014,Dollars,64.82,
6,California,2015,Dollars,56.2,
6,California,2016,Dollars,57.16,
6,California,2017,Dollars,61.69589,
6,California,2018,Dollars,65.71,
6,California,2019,Dollars,71.89,
6,California,2020,Dollars,69.87,
6,California,2021,Dollars,78.47,
6,California,2022,Dollars,130.29,
6,California,2023,Dollars,84.17,
6,California,2024,Dollars,77.13883,
6,California,2025,Dollars,73.20344,
8,Colorado,2005,Dollars,15,
8,Colorado,2007,Dollars,48,
8,Colorado,2008,Dollars,50,
8,Colorado,2009,Dollars,50,
8,Colorado,2010,Dollars,35,
8,Colorado,2011,Dollars,36.5,
8,Colorado,2012,Dollars,34.84,
8,Colorado,2013,Dollars,42.85,
8,Colorado,2014,Dollars,42.48,
8,Colorado,2015,Dollars,48.7,
8,Colorado,2016,Dollars,44.64,
8,Colorado,2017,Dollars,50.3202,
8,Colorado,2018,Dollars,50.3,
8,Colorado,2019,Dollars,51.25,
8,Colorado,2020,Dollars,55.3,
8,Colorado,2021,Dollars,51.48,
8,Colorado,2022,Dollars,53.22,
8,Colorado,2023,Dollars,73.93,
8,Colorado,2024,Dollars,80.77358,
8,Colorado,2025,Dollars,89.72547,
9,Connecticut,2005,Dollars,20,
9,Connecticut,2007,Dollars,23,
9,Connecticut,2008,Dollars,23,
9,Connecticut,2009,Dollars,27,
9,Connecticut,2010,Dollars,24,
9,Connecticut,2011,Dollars,22.26,
9,Connecticut,2012,Dollars,24.56,
9,Connecticut,2013,Dollars,27.49,
9,Connecticut,2014,Dollars,31.06,
9,Connecticut,2015,Dollars,31,
9,Connecticut,2016,Dollars,30.18,
9,Connecticut,2017,Dollars,29.04789,
9,Connecticut,2018,Dollars,31.06,
9,Connecticut,2019,Dollars,32.47,
9,Connecticut,2020,Dollars,35.01,
9,Connecticut,2021,Dollars,37.46,
9,Connecticut,2022,Dollars,39.16,
9,Connecticut,2023,Dollars,41.02,
9,Connecticut,2024,Dollars,31.55969,
9,Connecticut,2025,Dollars,35.60088,
10,Delaware,2005,Dollars,36,
10,Delaware,2007,Dollars,48,
10,Delaware,2008,Dollars,53,
10,Delaware,2009,Dollars,53,
10,Delaware,2010,Dollars,43,
10,Delaware,2011,Dollars,32.06,
10,Delaware,2012,Dollars,41.6,
10,Delaware,2013,Dollars,42.09,
10,Delaware,2014,Dollars,42.89,
10,Delaware,2015,Dollars,44.3,
10,Delaware,2016,Dollars,43.66,
10,Delaware,2017,Dollars,41.7192,
10,Delaware,2018,Dollars,40.78,
10,Delaware,2019,Dollars,34.31,
10,Delaware,2020,Dollars,36.77,
10,Delaware,2021,Dollars,N/A,
10,Delaware,2022,Dollars,50.72,
10,Delaware,2023,Dollars,50.51,
10,Delaware,2024,Dollars,52.89515,
10,Delaware,2025,Dollars,54.51247,
11,Dist. of Columbia,2005,Dollars,N/A,
11,Dist. of Columbia,2007,Dollars,114,
11,Dist. of Columbia,2008,Dollars,115,
11,Dist. of Columbia,2009,Dollars,134,
11,Dist. of Columbia,2010,Dollars,111,
11,Dist. of Columbia,2011,Dollars,92.53,
11,Dist. of Columbia,2012,Dollars,104.26,
11,Dist. of Columbia,2013,Dollars,104.33,
11,Dist. of Columbia,2014,Dollars,103.96,
11,Dist. of Columbia,2015,Dollars,139.6,
11,Dist. of Columbia,2016,Dollars,136.9,
11,Dist. of Columbia,2017,Dollars,138.70818,
11,Dist. of Columbia,2018,Dollars,134.96,
11,Dist. of Columbia,2019,Dollars,363.18,
11,Dist. of Columbia,2020,Dollars,364.53,
11,Dist. of Columbia,2021,Dollars,370.56,
11,Dist. of Columbia,2022,Dollars,421.94,
11,Dist. of Columbia,2023,Dollars,423.21,
11,Dist. of Columbia,2024,Dollars,427.99026,
11,Dist. of Columbia,2025,Dollars,448.46576,
12,Florida,2005,Dollars,34,
12,Florida,2007,Dollars,28,
12,Florida,2008,Dollars,30,
12,Florida,2009,Dollars,26,
12,Florida,2010,Dollars,22,
12,Florida,2011,Dollars,23.49,
12,Florida,2012,Dollars,19.78,
12,Florida,2013,Dollars,18.38,
12,Florida,2014,Dollars,19.25,
12,Florida,2015,Dollars,20.2,
12,Florida,2016,Dollars,18.53,
12,Florida,2017,Dollars,18.76672,
12,Florida,2018,Dollars,18.63,
12,Florida,2019,Dollars,18.62,
12,Florida,2020,Dollars,19.59,
12,Florida,2021,Dollars,19.53,
12,Florida,2022,Dollars,19.78,
12,Florida,2023,Dollars,22.21,
12,Florida,2024,Dollars,38.46194,
12,Florida,2025,Dollars,38.0094,
13,Georgia,2005,Dollars,80,
13,Georgia,2007,Dollars,17,
13,Georgia,2008,Dollars,18,
13,Georgia,2009,Dollars,20,
13,Georgia,2010,Dollars,13,
13,Georgia,2011,Dollars,16.81,
13,Georgia,2012,Dollars,17.01,
13,Georgia,2013,Dollars,18.08,
13,Georgia,2014,Dollars,18.48,
13,Georgia,2015,Dollars,19,
13,Georgia,2016,Dollars,19.63,
13,Georgia,2017,Dollars,21.27243,
13,Georgia,2018,Dollars,22.42,
13,Georgia,2019,Dollars,27.35,
13,Georgia,2020,Dollars,27.78,
13,Georgia,2021,Dollars,30.82,
13,Georgia,2022,Dollars,31.09,
13,Georgia,2023,Dollars,34.82,
13,Georgia,2024,Dollars,N/A,
13,Georgia,2025,Dollars,N/A,
15,Hawaii,2005,Dollars,123,
15,Hawaii,2007,Dollars,152,
15,Hawaii,2008,Dollars,172,
15,Hawaii,2009,Dollars,170,
15,Hawaii,2010,Dollars,171,
15,Hawaii,2011,Dollars,154.8,
15,Hawaii,2012,Dollars,154.99,
15,Hawaii,2013,Dollars,144.99,
15,Hawaii,2014,Dollars,156.01,
15,Hawaii,2015,Dollars,158.3,
15,Hawaii,2016,Dollars,182.26,
15,Hawaii,2017,Dollars,111.92128,
15,Hawaii,2018,Dollars,119.61,
15,Hawaii,2019,Dollars,127.36,
15,Hawaii,2020,Dollars,125.62,
15,Hawaii,2021,Dollars,121.95,
15,Hawaii,2022,Dollars,N/A,
15,Hawaii,2023,Dollars,75.56,
15,Hawaii,2024,Dollars,126.06564,
15,Hawaii,2025,Dollars,132.06856,
16,Idaho,2005,Dollars,74,
16,Idaho,2007,Dollars,78,
16,Idaho,2008,Dollars,78,
16,Idaho,2009,Dollars,80,
16,Idaho,2010,Dollars,77,
16,Idaho,2011,Dollars,78.37,
16,Idaho,2012,Dollars,90.17,
16,Idaho,2013,Dollars,89.75,
16,Idaho,2014,Dollars,89.25,
16,Idaho,2015,Dollars,94.7,
16,Idaho,2016,Dollars,90.45,
16,Idaho,2017,Dollars,90.00873,
16,Idaho,2018,Dollars,89.11,
16,Idaho,2019,Dollars,85.26,
16,Idaho,2020,Dollars,84.95,
16,Idaho,2021,Dollars,80.74,
16,Idaho,2022,Dollars,51.23,
16,Idaho,2023,Dollars,44.24,
16,Idaho,2024,Dollars,44.56317,
16,Idaho,2025,Dollars,46.40842,
17,Illinois,2005,Dollars,24,
17,Illinois,2007,Dollars,22,
17,Illinois,2008,Dollars,23,
17,Illinois,2009,Dollars,24,
17,Illinois,2010,Dollars,24,
17,Illinois,2011,Dollars,23.21,
17,Illinois,2012,Dollars,23.09,
17,Illinois,2013,Dollars,22.32,
17,Illinois,2014,Dollars,23.96,
17,Illinois,2015,Dollars,25.3,
17,Illinois,2016,Dollars,21.65,
17,Illinois,2017,Dollars,25.49457,
17,Illinois,2018,Dollars,25.95,
17,Illinois,2019,Dollars,30.21,
17,Illinois,2020,Dollars,32.53,
17,Illinois,2021,Dollars,33.85,
17,Illinois,2022,Dollars,36.6,
17,Illinois,2023,Dollars,43.28,
17,Illinois,2024,Dollars,47.73337,
17,Illinois,2025,Dollars,53.89501,
18,Indiana,2005,Dollars,11,
18,Indiana,2007,Dollars,10,
18,Indiana,2008,Dollars,15,
18,Indiana,2009,Dollars,13,
18,Indiana,2010,Dollars,13,
18,Indiana,2011,Dollars,12.91,
18,Indiana,2012,Dollars,17.43,
18,Indiana,2013,Dollars,17.43,
18,Indiana,2014,Dollars,13.08,
18,Indiana,2015,Dollars,12.4,
18,Indiana,2016,Dollars,13.34,
18,Indiana,2017,Dollars,12.69304,
18,Indiana,2018,Dollars,13.9,
18,Indiana,2019,Dollars,15.08,
18,Indiana,2020,Dollars,15,
18,Indiana,2021,Dollars,15.34,
18,Indiana,2022,Dollars,15.23,
18,Indiana,2023,Dollars,15.16,
18,Indiana,2024,Dollars,31.4248,
18,Indiana,2025,Dollars,42.71088,
19,Iowa,2005,Dollars,8,
19,Iowa,2007,Dollars,17,
19,Iowa,2008,Dollars,20,
19,Iowa,2009,Dollars,22,
19,Iowa,2010,Dollars,20,
19,Iowa,2011,Dollars,17,
19,Iowa,2012,Dollars,17.46,
19,Iowa,2013,Dollars,15.86,
19,Iowa,2014,Dollars,18.85,
19,Iowa,2015,Dollars,38.9,
19,Iowa,2016,Dollars,81.62,
19,Iowa,2017,Dollars,70.19464,
19,Iowa,2018,Dollars,40.15,
19,Iowa,2019,Dollars,82.78,
19,Iowa,2020,Dollars,85.37,
19,Iowa,2021,Dollars,36.91,
19,Iowa,2022,Dollars,37.11,
19,Iowa,2023,Dollars,37.26,
19,Iowa,2024,Dollars,22.1162,
19,Iowa,2025,Dollars,17.84915,
20,Kansas,2005,Dollars,11,
20,Kansas,2007,Dollars,16,
20,Kansas,2008,Dollars,19,
20,Kansas,2009,Dollars,17,
20,Kansas,2010,Dollars,15,
20,Kansas,2011,Dollars,15.1,
20,Kansas,2012,Dollars,14.37,
20,Kansas,2013,Dollars,14.07,
20,Kansas,2014,Dollars,12.5,
20,Kansas,2015,Dollars,12.4,
20,Kansas,2016,Dollars,12.13,
20,Kansas,2017,Dollars,12.09861,
20,Kansas,2018,Dollars,14.12,
20,Kansas,2019,Dollars,13.01,
20,Kansas,2020,Dollars,14.73,
20,Kansas,2021,Dollars,N/A,
20,Kansas,2022,Dollars,18,
20,Kansas,2023,Dollars,31.78,
20,Kansas,2024,Dollars,31.62969,
20,Kansas,2025,Dollars,44.1659,
21,Kentucky,2005,Dollars,35,
21,Kentucky,2007,Dollars,40,
21,Kentucky,2008,Dollars,42,
21,Kentucky,2009,Dollars,46,
21,Kentucky,2010,Dollars,46,
21,Kentucky,2011,Dollars,44.44,
21,Kentucky,2012,Dollars,43.76,
21,Kentucky,2013,Dollars,43.19,
21,Kentucky,2014,Dollars,32.32,
21,Kentucky,2015,Dollars,33.5,
21,Kentucky,2016,Dollars,31.62,
21,Kentucky,2017,Dollars,41.81652,
21,Kentucky,2018,Dollars,34.23,
21,Kentucky,2019,Dollars,35.46,
21,Kentucky,2020,Dollars,35.89,
21,Kentucky,2021,Dollars,29.64,
21,Kentucky,2022,Dollars,29.52,
21,Kentucky,2023,Dollars,40.13,
21,Kentucky,2024,Dollars,45.14311,
21,Kentucky,2025,Dollars,49.36061,
22,Louisiana,2005,Dollars,N/A,
22,Louisiana,2007,Dollars,41,
22,Louisiana,2008,Dollars,48,
22,Louisiana,2009,Dollars,43,
22,Louisiana,2010,Dollars,47,
22,Louisiana,2011,Dollars,49.7,
22,Louisiana,2012,Dollars,15.38,
22,Louisiana,2013,Dollars,16.08,
22,Louisiana,2014,Dollars,15.46,
22,Louisiana,2015,Dollars,19.9,
22,Louisiana,2016,Dollars,19.5,
22,Louisiana,2017,Dollars,21.05356,
22,Louisiana,2018,Dollars,23.98,
22,Louisiana,2019,Dollars,24.81,
22,Louisiana,2020,Dollars,25.58,
22,Louisiana,2021,Dollars,41.21,
22,Louisiana,2022,Dollars,24.82,
22,Louisiana,2023,Dollars,29.12,
22,Louisiana,2024,Dollars,31.04166,
22,Louisiana,2025,Dollars,48.12109,
23,Maine,2005,Dollars,7,
23,Maine,2007,Dollars,10,
23,Maine,2008,Dollars,27,
23,Maine,2009,Dollars,26,
23,Maine,2010,Dollars,30,
23,Maine,2011,Dollars,23.66,
23,Maine,2012,Dollars,22.35,
23,Maine,2013,Dollars,20.35,
23,Maine,2014,Dollars,20.68,
23,Maine,2015,Dollars,21.7,
23,Maine,2016,Dollars,21.69,
23,Maine,2017,Dollars,21.05384,
23,Maine,2018,Dollars,17.69,
23,Maine,2019,Dollars,27.37,
23,Maine,2020,Dollars,33.82,
23,Maine,2021,Dollars,44.34,
23,Maine,2022,Dollars,36.14,
23,Maine,2023,Dollars,44.73,
23,Maine,2024,Dollars,41.66475,
23,Maine,2025,Dollars,45.09794,
24,Maryland,2005,Dollars,36,
24,Maryland,2007,Dollars,40,
24,Maryland,2008,Dollars,38,
24,Maryland,2009,Dollars,37,
24,Maryland,2010,Dollars,31,
24,Maryland,2011,Dollars,30.09,
24,Maryland,2012,Dollars,29.82,
24,Maryland,2013,Dollars,24.43,
24,Maryland,2014,Dollars,36.36,
24,Maryland,2015,Dollars,39.8,
24,Maryland,2016,Dollars,36.72,
24,Maryland,2017,Dollars,40.39319,
24,Maryland,2018,Dollars,42.4,
24,Maryland,2019,Dollars,43.13,
24,Maryland,2020,Dollars,45.07,
24,Maryland,2021,Dollars,108.77,
24,Maryland,2022,Dollars,N/A,
24,Maryland,2023,Dollars,189.95,
24,Maryland,2024,Dollars,167.37927,
24,Maryland,2025,Dollars,153.9628,
25,Massachusetts,2005,Dollars,20,
25,Massachusetts,2007,Dollars,60,
25,Massachusetts,2008,Dollars,66,
25,Massachusetts,2009,Dollars,66,
25,Massachusetts,2010,Dollars,57,
25,Massachusetts,2011,Dollars,53.48,
25,Massachusetts,2012,Dollars,54.33,
25,Massachusetts,2013,Dollars,55.27,
25,Massachusetts,2014,Dollars,56.3,
25,Massachusetts,2015,Dollars,49.8,
25,Massachusetts,2016,Dollars,51.19,
25,Massachusetts,2017,Dollars,53.37269,
25,Massachusetts,2018,Dollars,76.31,
25,Massachusetts,2019,Dollars,83.44,
25,Massachusetts,2020,Dollars,86.76,
25,Massachusetts,2021,Dollars,104.32,
25,Massachusetts,2022,Dollars,112.1,
25,Massachusetts,2023,Dollars,128.98,
25,Massachusetts,2024,Dollars,131.5548,
25,Massachusetts,2025,Dollars,136.33079,
26,Michigan,2005,Dollars,26,
26,Michigan,2007,Dollars,20,
26,Michigan,2008,Dollars,21,
26,Michigan,2009,Dollars,22,
26,Michigan,2010,Dollars,20,
26,Michigan,2011,Dollars,20.83,
26,Michigan,2012,Dollars,17.41,
26,Michigan,2013,Dollars,18.89,
26,Michigan,2014,Dollars,21.46,
26,Michigan,2015,Dollars,24.2,
26,Michigan,2016,Dollars,17.08,
26,Michigan,2017,Dollars,12.91416,
26,Michigan,2018,Dollars,15.18,
26,Michigan,2019,Dollars,15.17,
26,Michigan,2020,Dollars,17.3,
26,Michigan,2021,Dollars,19.78,
26,Michigan,2022,Dollars,N/A,
26,Michigan,2023,Dollars,38.76,
26,Michigan,2024,Dollars,46.9242,
26,Michigan,2025,Dollars,40.20636,
27,Minnesota,2005,Dollars,48,
27,Minnesota,2007,Dollars,14,
27,Minnesota,2008,Dollars,16,
27,Minnesota,2009,Dollars,15,
27,Minnesota,2010,Dollars,13,
27,Minnesota,2011,Dollars,12.22,
27,Minnesota,2012,Dollars,14.4,
27,Minnesota,2013,Dollars,13.37,
27,Minnesota,2014,Dollars,14.27,
27,Minnesota,2015,Dollars,14.6,
27,Minnesota,2016,Dollars,55.86,
27,Minnesota,2017,Dollars,64.8253,
27,Minnesota,2018,Dollars,43.99,
27,Minnesota,2019,Dollars,39.64,
27,Minnesota,2020,Dollars,106.83,
27,Minnesota,2021,Dollars,77.33,
27,Minnesota,2022,Dollars,58.64,
27,Minnesota,2023,Dollars,79.87,
27,Minnesota,2024,Dollars,72.30296,
27,Minnesota,2025,Dollars,74.87289,
28,Mississippi,2005,Dollars,10,
28,Mississippi,2007,Dollars,13,
28,Mississippi,2008,Dollars,13,
28,Mississippi,2009,Dollars,11,
28,Mississippi,2010,Dollars,10,
28,Mississippi,2011,Dollars,8.72,
28,Mississippi,2012,Dollars,8.89,
28,Mississippi,2013,Dollars,11.09,
28,Mississippi,2014,Dollars,12.28,
28,Mississippi,2015,Dollars,12,
28,Mississippi,2016,Dollars,12.68,
28,Mississippi,2017,Dollars,12.27486,
28,Mississippi,2018,Dollars,14.38,
28,Mississippi,2019,Dollars,15.56,
28,Mississippi,2020,Dollars,15.9,
28,Mississippi,2021,Dollars,15.73,
28,Mississippi,2022,Dollars,16.58,
28,Mississippi,2023,Dollars,17.12,
28,Mississippi,2024,Dollars,N/A,
28,Mississippi,2025,Dollars,N/A,
29,Missouri,2005,Dollars,8,
29,Missouri,2007,Dollars,10,
29,Missouri,2008,Dollars,9,
29,Missouri,2009,Dollars,9,
29,Missouri,2010,Dollars,8,
29,Missouri,2011,Dollars,5.9,
29,Missouri,2012,Dollars,6.08,
29,Missouri,2013,Dollars,5.86,
29,Missouri,2014,Dollars,5.67,
29,Missouri,2015,Dollars,5.9,
29,Missouri,2016,Dollars,5.88,
29,Missouri,2017,Dollars,5.74266,
29,Missouri,2018,Dollars,7.07,
29,Missouri,2019,Dollars,7.13,
29,Missouri,2020,Dollars,7.06,
29,Missouri,2021,Dollars,6.54,
29,Missouri,2022,Dollars,6.46,
29,Missouri,2023,Dollars,6.67,
29,Missouri,2024,Dollars,8.85149,
29,Missouri,2025,Dollars,10.82732,
30,Montana,2005,Dollars,21,
30,Montana,2007,Dollars,15,
30,Montana,2008,Dollars,25,
30,Montana,2009,Dollars,24,
30,Montana,2010,Dollars,26,
30,Montana,2011,Dollars,24.44,
30,Montana,2012,Dollars,19.45,
30,Montana,2013,Dollars,19.45,
30,Montana,2014,Dollars,22.16,
30,Montana,2015,Dollars,22.2,
30,Montana,2016,Dollars,24.43,
30,Montana,2017,Dollars,24.30714,
30,Montana,2018,Dollars,22.56,
30,Montana,2019,Dollars,21.73,
30,Montana,2020,Dollars,18.91,
30,Montana,2021,Dollars,18.33,
30,Montana,2022,Dollars,17.51,
30,Montana,2023,Dollars,18.96,
30,Montana,2024,Dollars,18.08191,
30,Montana,2025,Dollars,19.48973,
31,Nebraska,2005,Dollars,60,
31,Nebraska,2007,Dollars,36,
31,Nebraska,2008,Dollars,37,
31,Nebraska,2009,Dollars,38,
31,Nebraska,2010,Dollars,40,
31,Nebraska,2011,Dollars,39.85,
31,Nebraska,2012,Dollars,39.18,
31,Nebraska,2013,Dollars,39.3,
31,Nebraska,2014,Dollars,39.96,
31,Nebraska,2015,Dollars,43.3,
31,Nebraska,2016,Dollars,48.47,
31,Nebraska,2017,Dollars,44.9193,
31,Nebraska,2018,Dollars,46.54,
31,Nebraska,2019,Dollars,38.49,
31,Nebraska,2020,Dollars,40.9,
31,Nebraska,2021,Dollars,40.33,
31,Nebraska,2022,Dollars,44.13,
31,Nebraska,2023,Dollars,44.8,
31,Nebraska,2024,Dollars,48.95084,
31,Nebraska,2025,Dollars,48.05426,
32,Nevada,2005,Dollars,4,
32,Nevada,2007,Dollars,4,
32,Nevada,2008,Dollars,3,
32,Nevada,2009,Dollars,4,
32,Nevada,2010,Dollars,3,
32,Nevada,2011,Dollars,3.45,
32,Nevada,2012,Dollars,3.28,
32,Nevada,2013,Dollars,7.85,
32,Nevada,2014,Dollars,3.59,
32,Nevada,2015,Dollars,4.1,
32,Nevada,2016,Dollars,4.23,
32,Nevada,2017,Dollars,6.75379,
32,Nevada,2018,Dollars,8.49,
32,Nevada,2019,Dollars,10.76,
32,Nevada,2020,Dollars,12.19,
32,Nevada,2021,Dollars,13.52,
32,Nevada,2022,Dollars,10.05,
32,Nevada,2023,Dollars,N/A,
32,Nevada,2024,Dollars,9.10702,
32,Nevada,2025,Dollars,14.94778,
33,New Hampshire,2005,Dollars,22,
33,New Hampshire,2007,Dollars,21,
33,New Hampshire,2008,Dollars,23,
33,New Hampshire,2009,Dollars,22,
33,New Hampshire,2010,Dollars,17,
33,New Hampshire,2011,Dollars,15.97,
33,New Hampshire,2012,Dollars,13.47,
33,New Hampshire,2013,Dollars,15.84,
33,New Hampshire,2014,Dollars,16.31,
33,New Hampshire,2015,Dollars,15.8,
33,New Hampshire,2016,Dollars,12.69,
33,New Hampshire,2017,Dollars,22.45401,
33,New Hampshire,2018,Dollars,22.85,
33,New Hampshire,2019,Dollars,21.4,
33,New Hampshire,2020,Dollars,23.61,
33,New Hampshire,2021,Dollars,24.72,
33,New Hampshire,2022,Dollars,22.77,
33,New Hampshire,2023,Dollars,23.82,
33,New Hampshire,2024,Dollars,24.00385,
33,New Hampshire,2025,Dollars,24.31284,
34,New Jersey,2005,Dollars,29,
34,New Jersey,2007,Dollars,40,
34,New Jersey,2008,Dollars,35,
34,New Jersey,2009,Dollars,32,
34,New Jersey,2010,Dollars,31,
34,New Jersey,2011,Dollars,26.91,
34,New Jersey,2012,Dollars,25.86,
34,New Jersey,2013,Dollars,24.96,
34,New Jersey,2014,Dollars,25.91,
34,New Jersey,2015,Dollars,26.9,
34,New Jersey,2016,Dollars,26.8,
34,New Jersey,2017,Dollars,26.02118,
34,New Jersey,2018,Dollars,28.29,
34,New Jersey,2019,Dollars,29.21,
34,New Jersey,2020,Dollars,31.25,
34,New Jersey,2021,Dollars,32.44,
34,New Jersey,2022,Dollars,38.05,
34,New Jersey,2023,Dollars,43.06,
34,New Jersey,2024,Dollars,43.35831,
34,New Jersey,2025,Dollars,44.76564,
35,New Mexico,2005,Dollars,63,
35,New Mexico,2007,Dollars,79,
35,New Mexico,2008,Dollars,63,
35,New Mexico,2009,Dollars,62,
35,New Mexico,2010,Dollars,56,
35,New Mexico,2011,Dollars,51.01,
35,New Mexico,2012,Dollars,46.58,
35,New Mexico,2013,Dollars,46.91,
35,New Mexico,2014,Dollars,48.01,
35,New Mexico,2015,Dollars,47.6,
35,New Mexico,2016,Dollars,46.3,
35,New Mexico,2017,Dollars,38.79311,
35,New Mexico,2018,Dollars,135.32,
35,New Mexico,2019,Dollars,139.6,
35,New Mexico,2020,Dollars,151.15,
35,New Mexico,2021,Dollars,159.25,
35,New Mexico,2022,Dollars,149.39,
35,New Mexico,2023,Dollars,234.74,
35,New Mexico,2024,Dollars,168.93669,
35,New Mexico,2025,Dollars,171.44313,
36,New York,2005,Dollars,N/A,
36,New York,2007,Dollars,58,
36,New York,2008,Dollars,69,
36,New York,2009,Dollars,69,
36,New York,2010,Dollars,61,
36,New York,2011,Dollars,70.28,
36,New York,2012,Dollars,75.04,
36,New York,2013,Dollars,116.21,
36,New York,2014,Dollars,109.11,
36,New York,2015,Dollars,94.9,
36,New York,2016,Dollars,89.23,
36,New York,2017,Dollars,86.81281,
36,New York,2018,Dollars,83.99,
36,New York,2019,Dollars,83.21,
36,New York,2020,Dollars,84.87,
36,New York,2021,Dollars,92.44,
36,New York,2022,Dollars,92.27,
36,New York,2023,Dollars,99.95,
36,New York,2024,Dollars,105.0468,
36,New York,2025,Dollars,108.76982,
37,North Carolina,2005,Dollars,14,
37,North Carolina,2007,Dollars,15,
37,North Carolina,2008,Dollars,16,
37,North Carolina,2009,Dollars,14,
37,North Carolina,2010,Dollars,14,
37,North Carolina,2011,Dollars,13.85,
37,North Carolina,2012,Dollars,14.16,
37,North Carolina,2013,Dollars,12.51,
37,North Carolina,2014,Dollars,11.73,
37,North Carolina,2015,Dollars,14.3,
37,North Carolina,2016,Dollars,14.08,
37,North Carolina,2017,Dollars,14.60106,
37,North Carolina,2018,Dollars,15.31,
37,North Carolina,2019,Dollars,14.93,
37,North Carolina,2020,Dollars,15.05,
37,North Carolina,2021,Dollars,14.8,
37,North Carolina,2022,Dollars,15.9,
37,North Carolina,2023,Dollars,16.61,
37,North Carolina,2024,Dollars,N/A,
37,North Carolina,2025,Dollars,N/A,
38,North Dakota,2005,Dollars,23,
38,North Dakota,2007,Dollars,17,
38,North Dakota,2008,Dollars,17,
38,North Dakota,2009,Dollars,21,
38,North Dakota,2010,Dollars,20,
38,North Dakota,2011,Dollars,25.18,
38,North Dakota,2012,Dollars,48.62,
38,North Dakota,2013,Dollars,65.75,
38,North Dakota,2014,Dollars,63.59,
38,North Dakota,2015,Dollars,97.8,
38,North Dakota,2016,Dollars,47.78,
38,North Dakota,2017,Dollars,48.18316,
38,North Dakota,2018,Dollars,54.1,
38,North Dakota,2019,Dollars,58.6,
38,North Dakota,2020,Dollars,61.44,
38,North Dakota,2021,Dollars,61.18,
38,North Dakota,2022,Dollars,72.35,
